stock_code,REPORT_DATE,REPORT_TYPE,TOTAL_ASSETS,TOTAL_LIABILITIES,TOTAL_EQUITY,TOTAL_PARENT_EQUITY,ACCOUNTS_RECE,FIXED_ASSET,INTANGIBLE_ASSET,GOODWILL,SHARE_CAPITAL,CAPITAL_RESERVE,SURPLUS_RESERVE,UNASSIGN_RPOFIT,report_type,OPERATE_INCOME,ASSET_IMPAIRMENT_LOSS,OPERATE_PROFIT,TOTAL_PROFIT,NETPROFIT,PARENT_NETPROFIT,NETCASH_OPERATE,NETCASH_INVEST,NETCASH_FINANCE,has_balance_sheet,has_profit_sheet,has_cash_flow,TOTAL_CURRENT_ASSETS,TOTAL_NONCURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_NONCURRENT_LIAB,MONETARYFUNDS,INVENTORY,TOTAL_OPERATE_INCOME,OPERATE_COST,SALE_EXPENSE,MANAGE_EXPENSE,FINANCE_EXPENSE,RESEARCH_EXPENSE,SALES_SERVICES,BUY_SERVICES
601006,2019-12-31,年报,148043785040.0,25820689756.0,122223095284.0,113881035078.0,5974803454.0,79944215913.0,8972050535.0,,14866791491.0,23898013565.0,16035524180.0,58999875985.0,balance_sheet,79916947840.0,,19974686621.0,19791206360.0,15170593288.0,13669294112.0,15022536018.0,-7958462323.0,-10193240181.0,True,True,True,29034429506.0,119009355534.0,14170482156.0,11650207600.0,15346360655.0,1500834157.0,79916947840.0,61704290689.0,197979462.0,717166129.0,142258660.0,9454738.0,54219443152.0,9694683270.0
601006,2020-03-31,一季报,148806683802.0,23932247262.0,124874436540.0,116328306150.0,6165003601.0,77709553017.0,8939832046.0,,14866791491.0,23898355106.0,16035524180.0,61570122243.0,balance_sheet,16266512949.0,,3474976800.0,3439366254.0,2729778493.0,2532981545.0,-15441082.0,-760823692.0,55039200.0,True,True,True,30893127198.0,117913556604.0,12280060714.0,11652186548.0,14678923616.0,1611626311.0,16266512949.0,13217109478.0,41549138.0,119540637.0,57171553.0,537548.0,8330331412.0,2822403642.0
601006,2020-06-30,中报,147600372020.0,25962364550.0,121638007470.0,112690090646.0,7199574553.0,75669447337.0,8903958136.0,,14866791491.0,23898013565.0,16035524180.0,57439616847.0,balance_sheet,33604624932.0,,7864982039.0,7872834844.0,6068095326.0,5492889499.0,2937766920.0,-1050553517.0,-3604623114.0,True,True,True,30033968209.0,117566403811.0,15076766558.0,10885597992.0,13696081078.0,1985540993.0,33604624932.0,26689023949.0,79402458.0,252246340.0,140041364.0,0.0,23082439756.0,5068316206.0
601006,2020-09-30,三季报,149366413893.0,23854117750.0,125512296143.0,116212628446.0,6895458781.0,74825164468.0,8869283253.0,,14866791491.0,23898013565.0,16035524180.0,60764241878.0,balance_sheet,52831273981.0,,12513881963.0,12466916228.0,9681515385.0,8776214357.0,10158186286.0,-1818571455.0,-8267691182.0,True,True,True,31893754522.0,117472659371.0,13108299726.0,10745818024.0,15501772666.0,1878550494.0,52831273981.0,41654446757.0,128118335.0,385486806.0,212081733.0,483.0,35371056785.0,6175521372.0
601006,2020-12-31,年报,191142383888.0,57141948960.0,134000434928.0,124210285062.0,6426586374.0,84015860968.0,8865379542.0,,14866791491.0,27323338262.0,17133996654.0,61517187982.0,balance_sheet,72662689733.0,,15587227541.0,15494099601.0,12132366332.0,10766194242.0,12700221126.0,1141944300.0,22797109890.0,True,True,True,67785895070.0,123356488818.0,13896826784.0,43245122176.0,52087375948.0,1846135450.0,72662689733.0,58529021273.0,196550254.0,657625121.0,250176941.0,5850546.0,49066069898.0,8186108285.0
601006,2021-03-31,一季报,194446937403.0,60190630351.0,134256307052.0,124023832887.0,6983939200.0,82756272288.0,9498078826.0,,14866791491.0,23343087362.0,17133996654.0,65140691541.0,balance_sheet,19411313419.0,,5317836914.0,5280709229.0,4058131352.0,3623503559.0,4266067582.0,24362023.0,-188572323.0,True,True,True,70970571783.0,123476365620.0,16364493851.0,43826136500.0,56189233230.0,1714205896.0,19411313419.0,14542906607.0,46246160.0,173268100.0,81554052.0,,14570338437.0,3045005094.0
601006,2021-06-30,中报,195212368654.0,64234750831.0,130977617823.0,120803529655.0,7222664323.0,81958905047.0,9462628781.0,,14866874380.0,23343144461.0,17133996654.0,61843629677.0,balance_sheet,38611821633.0,,11009481092.0,10970866580.0,8332518637.0,7462541397.0,9662203627.0,-4223126891.0,-1387614160.0,True,True,True,71472213481.0,123740155173.0,20512566760.0,43722184071.0,56138838524.0,1625006228.0,38611821633.0,28553041380.0,96851564.0,369889055.0,136084471.0,83616.0,28787863537.0,4110161735.0
601006,2021-09-30,三季报,193597623525.0,59331486202.0,134266137323.0,123698792449.0,7318432814.0,81311338210.0,9426812197.0,,14866896903.0,23343088697.0,17133996654.0,64634013420.0,balance_sheet,57634651489.0,,15094598878.0,15004494443.0,11494208742.0,10252925140.0,14600722254.0,-4358216629.0,-8740543567.0,True,True,True,68892130333.0,124705493192.0,15405350504.0,43926135698.0,53589338006.0,1738082881.0,57634651489.0,43523515314.0,151314353.0,560774659.0,237705216.0,83616.0,44941736433.0,8789149115.0
601006,2021-12-31,年报,198546296872.0,63217810670.0,135328486202.0,124401196229.0,6198022453.0,86899314200.0,9407130352.0,,14866908025.0,23346233399.0,18321698587.0,64399144806.0,balance_sheet,78682047234.0,,18211766272.0,18102710411.0,13772260086.0,12181309677.0,18898446858.0,-3333110951.0,-8236418775.0,True,True,True,72132043155.0,126414253717.0,18172513315.0,45045297355.0,59416293080.0,1692626787.0,78682047234.0,61508590683.0,223968870.0,777489264.0,338451918.0,7228182.0,57391001178.0,8518374817.0
601006,2022-03-31,一季报,200384375982.0,61546885927.0,138837490055.0,127528247984.0,5885305179.0,85490699637.0,9371015323.0,,14866918601.0,23346307889.0,18321698587.0,67366063809.0,balance_sheet,18258535966.0,,4314247462.0,4292217795.0,3334653533.0,2966919003.0,1100274952.0,-352546138.0,-111287703.0,True,True,True,74160711335.0,126223664647.0,16416953842.0,45129932085.0,60052734191.0,1609021034.0,18258535966.0,14406103059.0,51684942.0,132168879.0,142480397.0,,11892239996.0,3493033196.0
